item_id,thread_id,created_at,sample_strategy,customer_raw,customer_clean,historical_reply,intent,escalate,escalate_reason,notes,labeler
g076,2848299,2017-11-27 11:55:02+00:00,random_uniform,@115888 please can you get rid of Amigo Loans from UK adverts? My Spotify experience is being ruined with a constant urge to stab hot needles into my eyeballs. No I won’t pay for premium.,please can you get rid of Amigo Loans from UK adverts? My Spotify experience is being ruined with a constant urge to stab hot needles into my eyeballs. No I won’t pay for premium.,"Hey Adele, thanks for your feedback - we'll pass it on to our ads team",feature_request_feedback,n,,,claude-draft (review each row)
g077,585111,2017-12-03 03:20:18+00:00,random_uniform,.@SpotifyCares Do we need to be signed up for Spotify promotional emails to get the Year in Review like last year? Or did that change? /BP,. Do we need to be signed up for Spotify promotional emails to get the Year in Review like last year? Or did that change? /BP,Hi Bethany! We currently don't have any info to share about this. Give us a shout if you have any other questions,unhandleable,y,,brand-authored tweet (/BP signature),claude-draft (review each row)
g078,659564,2017-11-22 23:26:18+00:00,stratified,@SpotifyCares hi! I got charged for a regular spotify premium when I have the student one how can I fixed it?? Thanks in advance,hi! I got charged for a regular spotify premium when I have the student one how can I fixed it?? Thanks in advance,"Hey Andrea, help's arrived! Could you DM us your email address and username? We'll take a closer look /JQ [link:ldFdZRiNAt]",billing_subscription,y,,,claude-draft (review each row)
g079,30601,2017-10-20 01:46:13+00:00,stratified,@117153 @SpotifyCares I just paid for the premium and the money came out of my account but premium isn’t working on the app,We're investigating some payment issues and working hard to get things fixed. We'll provide updates here as we receive them.,Hey Antonio! We've just sent you a bit more info over DM. We'll carry on helping out there,unhandleable,y,,status-page text,claude-draft (review each row)
g080,1356636,2017-10-27 18:34:50+00:00,random_uniform,"Why is this even a constraint, @115888 ?  And why is it incredibly small? https://t.co/PtfzYmQv9t","Why is this even a constraint, ? And why is it incredibly small?",Hey Alexius. There's currently a 10k limit in Your Music (Songs + Albums + Artists). This is to make sure everything works smoothly.,unhandleable,y,,image-dependent,claude-draft (review each row)
g081,1906388,2017-10-25 12:08:40+00:00,stratified,"@spotifycares Mid-song, my app (macOS) switches devices to someone else's random device, and starts playing their music! Next Steps here? https://t.co/RaodHNiJeN","Mid-song, my app (macOS) switches devices to someone else's random device, and starts playing their music! Next Steps here?","Hey Drew, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ [link:ldFdZRiNAt]",account_access,y,,playback hijacked by another device,claude-draft (review each row)
g082,1983438,2017-11-01 22:31:53+00:00,random_uniform,@115888 please for the love of God change your own adverts; I've heard the same shite ones 100s of times and they're so fucking annoying!,please for the love of God change your own adverts; I've heard the same shite ones 100s of times and they're so fucking annoying!,"Hey! Thanks for your feedback - we'll pass it on. For now, check out [link:zgnxs5kPEu] if you haven't had a subscription before",feature_request_feedback,n,,,claude-draft (review each row)
g083,880108,2017-10-20 18:00:37+00:00,stratified,@SpotifyCares Where is car / driving mode?  https://t.co/3vEDpvioqU,Where is car / driving mode?,"Hi there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see",feature_request_feedback,n,,,claude-draft (review each row)
g084,1217792,2017-10-25 12:25:13+00:00,stratified,@115888 your connect w @135616 has issues #UI #UX,your connect w has issues #UI #UX,Hey Mike! Could you tell us more about what's happening? We'll see what we can suggest,playback_app_bug,n,,,claude-draft (review each row)
g085,1960584,2017-10-30 22:04:56+00:00,stratified,"@SpotifyCares my bfs Spotify works but mine doesn't and we are on a family plan , this is the second time this happened and you have no #","my bfs Spotify works but mine doesn't and we are on a family plan , this is the second time this happened and you have no #","Hi Karissa! We currently don't offer phone support, but we can help via Twitter. Can you DM us your account's email address or username? /RH [link:ldFdZRiNAt]",family_plan,y,,,claude-draft (review each row)
g086,552670,2017-12-02 08:13:59+00:00,stratified,".@115888 and those that supported you in the past years get this discount too?

#keepdreaming https://t.co/TdqENki83W",. and those that supported you in the past years get this discount too? #keepdreaming,Hey there! Sorry to hear you feel that way. Could you send us your account's username or email address via DM? We'll take a look backstage /LP [link:ldFdZRiNAt],feature_request_feedback,n,,,claude-draft (review each row)
g087,2892620,2017-11-28 13:10:25+00:00,random_uniform,"@SpotifyCares Hey, I seem to be unable to unfollow a gone playlist. Can you take a look at https://t.co/wfuMcdy3F0 and tell me what to do?","Hey, I seem to be unable to unfollow a gone playlist. Can you take a look at and tell me what to do?","Hi, help's here! Can you DM us your account's email address or username, along with the name of the playlist? We'll see what we can suggest /XF [link:ldFdZRiNAt]",playback_app_bug,n,,,claude-draft (review each row)
g088,1602222,2017-11-05 04:02:13+00:00,random_uniform,@SpotifyCares when will the iPhone X update come out?,when will the iPhone X update come out?,Hey! We hear you. Hopefully it'll be updated soon. Keep automatic downloads activated to get the latest update once it's available.,feature_request_feedback,n,,,claude-draft (review each row)
g089,1695864,2017-10-17 16:07:42+00:00,stratified,@115888 you guys verified me but you have another persons music mixed with mine 😩🤔🤔🤔 https://t.co/dWGLyCPiG0,you guys verified me but you have another persons music mixed with mine 😩🤔🤔🤔,Hey! This sounds like something for our Artist Support team. You can reach them here: [link:p1wbtdELHu],content_availability,n,,"artist metadata, distributor",claude-draft (review each row)
g090,825196,2017-10-12 21:51:29+00:00,stratified,"Am I going crazy or did the @115888 desktop app just get a lot bigger (font-size, ui size)","Am I going crazy or did the desktop app just get a lot bigger (font-size, ui size)",Hey! Can you let us know what operating system you're using? A screenshot of what you're seeing will be helpful too,feature_request_feedback,n,,,claude-draft (review each row)
g091,2550459,2017-10-30 12:45:50+00:00,random_uniform,@115888 why can’t I find a playlist that I made on my second account. I get not results when searching the playlist name or username,why can’t I find a playlist that I made on my second account. I get not results when searching the playlist name or username,Hey there! Could you DM us the URI of the playlist you're referring to? We'll take a look backstage /MA [link:ldFdZRiNAt],playback_app_bug,n,,,claude-draft (review each row)
g092,552657,2017-12-02 18:58:18+00:00,random_uniform,@115888 Renewed my annual sub and suddenly my link via my phone to @118117 seems to have gone - can you fix?,Premium gives you unlimited skips. Get 3 months now for just 99p.,Hi Nick! Can you DM us your account's email address? We'll figure out what's going on backstage /RR [link:ldFdZRiNAt],unhandleable,y,,promo copy,claude-draft (review each row)
g093,2429646,2017-11-14 20:08:36+00:00,random_uniform,"@SpotifyCares hello, I️ have a student account but his month I️ was charged 10.95   What is going on? Thank you","hello, I️ have a student account but his month I️ was charged 10.95 What is going on? Thank you","Hey, help's here! Could you DM us your email address and username? We'll take a closer look /JQ [link:ldFdZRiNAt]",billing_subscription,y,,,claude-draft (review each row)
g094,1198626,2017-10-16 21:13:48+00:00,random_uniform,"@115888 @SpotifyCares Hey, do you know if other music services delete your whole library as often as Spotify does?","Hey, do you know if other music services delete your whole library as often as Spotify does?",Hey Anthony! This doesn't sound good. Are you referring to all songs and albums saved in Your Library (not just your downloads)?,offline_downloads,n,,sarcastic,claude-draft (review each row)
g095,2705882,2017-11-19 20:17:27+00:00,random_uniform,@115888 we need you here in israel https://t.co/Zpa3pWOYsx,we need you here in israel,Hi Nour! We're launching in new countries as often as possible. Be sure to add your email at [link:X8DVSX9QgM],content_availability,n,,,claude-draft (review each row)
g096,2616830,2017-11-17 14:09:28+00:00,random_uniform,"Howdy, @SpotifyCares! I keep getting password reset emails but I'm def not resetting my password. Any ideas on what I should do?","Howdy, ! I keep getting password reset emails but I'm def not resetting my password. Any ideas on what I should do?",Hi Lisa! Could you DM us your account's email address and username? We'll do our best to help out /NJ [link:ldFdZRiNAt],account_access,y,,,claude-draft (review each row)
g097,1916088,2017-10-26 02:59:58+00:00,stratified,"@spotifycares @151631 my family members are trying to join my family account but keep getting ""600 - oops something went wrong.""Why???","my family members are trying to join my family account but keep getting ""600 - oops something went wrong.""Why???","Hey Edelyn! Don't worry, we can look into this. Can you DM us your and your family's accounts' usernames or email addresses? /AP [link:ldFdZRiNAt]",family_plan,y,,,claude-draft (review each row)
g098,1107494,2017-10-24 00:29:06+00:00,stratified,@115888 needs a “continue shuffle” button,needs a “continue shuffle” button,Hey Christina! We'd love to help out. Can you give us more info about this?,feature_request_feedback,n,,,claude-draft (review each row)
g099,2809061,2017-11-22 02:57:39+00:00,stratified,"@SpotifyCares just so you know...the Stranger Things Mode doesn’t work on all of the Stranger Things albums (only the first one.) Might wanna look at that since @116602 paid you good money for that 👀🌚🙊
Aren’t you supposed to be promoting the second season??? https://t.co/UCL4ikZeTg",just so you know...the Stranger Things Mode doesn’t work on all of the Stranger Things albums (only the first one.) Might wanna look at that since paid you good money for that 👀🌚🙊 Aren’t you supposed to be promoting the second season???,"Hey, thanks for the heads up! We've confirmed though that the Stranger Things mode works on that album too. Can you DM us your device and the exact operating system and Spotify versions you're running? We'll look into it /GS [link:ldFdZRiNAt]",feature_request_feedback,n,,,claude-draft (review each row)
g100,1920788,2017-10-26 16:22:36+00:00,random_uniform,@419848 @SpotifyCares  fixxxxx this omg,UGLY ASS WHORES STOP SABOTAGING HER IM FUCKING MAD,"Hi there, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest",other,y,,"abusive, no issue",claude-draft (review each row)
g101,567167,2017-12-03 00:51:09+00:00,stratified,@115888 where is lemonade,where is lemonade,"Hey! We're working on it, and we hope to have it available soon. There's more info here: [link:ODH8pwgytz]",content_availability,n,,,claude-draft (review each row)
g102,1053969,2017-10-23 11:17:10+00:00,stratified,"@SpotifyCares I have my Spotify set to offline mode, but it's playing some songs not downloaded. Help!","I have my Spotify set to offline mode, but it's playing some songs not downloaded. Help!","Hi Leslie, help's here! Can you let us know your device's make/model, operating system, and Spotify version?",offline_downloads,n,,,claude-draft (review each row)
g103,455651,2017-11-27 22:45:09+00:00,stratified,Spotify keeps crashing @SpotifyCares i just wanna stream BTS peacefully,Spotify keeps crashing i just wanna stream BTS peacefully,"Hi there, that doesn't sound good! Can you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest",playback_app_bug,n,,,claude-draft (review each row)
g104,2176154,2017-11-19 16:15:22+00:00,stratified,@SpotifyCares Can you please help me with this? Page to change my Visa stays on loading but nothing appears and my account is about to block... https://t.co/RLxK1C271n,Can you please help me with this? Page to change my Visa stays on loading but nothing appears and my account is about to block...,"Hi Ron, help's here! Can you DM us your account's email address? We'll take a look backstage /DV [link:ldFdZRiNAt]",billing_subscription,y,,,claude-draft (review each row)
g105,2705887,2017-11-19 20:08:59+00:00,random_uniform,Somehow my @115888 account randomly changed to UK and there goes 2 hours of my day.,Somehow my account randomly changed to UK and there goes 2 hours of my day.,"Hey there! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT [link:ldFdZRiNAt]",account_access,y,,unexplained country change,claude-draft (review each row)
g106,1199565,2017-10-25 04:23:52+00:00,stratified,"@SpotifyCares I'm seeing conflicting information, am I capped at 1,333 songs offline or 10,000?","I'm seeing conflicting information, am I capped at 1,333 songs offline or 10,000?","Hey! You can download up to 3,333 songs per device, on a maximum of 3 different devices. There's more info...",offline_downloads,n,,,claude-draft (review each row)
g107,378058,2017-10-09 04:02:56+00:00,random_uniform,. @115888 you got me confused. For a split second I wondered why @30368 and @22339 's song was titled Camila Cabello - Havana https://t.co/TYWqjesr45,. you got me confused. For a split second I wondered why and 's song was titled Camila Cabello - Havana,Hi there! Does restarting your device and your connection help? Which Spotify version are you using?,content_availability,n,,,claude-draft (review each row)
g108,2729314,2017-11-20 14:48:04+00:00,random_uniform,@SpotifyCares I'm looking to get the student discount but I already have an account with a different email. Do I have to create a new account or can I change my email to get the discount?,I'm looking to get the student discount but I already have an account with a different email. Do I have to create a new account or can I change my email to get the discount?,Hi Rob! Can you DM us your account's email address or username? We'll see what we can suggest /XF [link:ldFdZRiNAt],billing_subscription,n,,,claude-draft (review each row)
g109,2730540,2017-11-20 15:08:08+00:00,random_uniform,@SpotifyCares I am being charged $9.99 per month. I did not sign up for this service. Please advise!! Jim,I am being charged $9.99 per month. I did not sign up for this service. Please advise!! Jim,"Hey Jim, help's here! Could you DM us your account's username or email address? We'll take a look backstage /GU [link:ldFdZRiNAt]",billing_subscription,y,,,claude-draft (review each row)
g110,1118825,2017-10-24 04:42:08+00:00,random_uniform,"@SpotifyCares My Spotify won't play any of my albums, I've already tried logging out of my Spotify multiple times and restarting my phone.","My Spotify won't play any of my albums, I've already tried logging out of my Spotify multiple times and restarting my phone.","Hi there. Don't worry, help's here. Can you tell us what device, operating system, and app version you're using?",playback_app_bug,n,,,claude-draft (review each row)
g111,2043237,2017-10-04 13:51:25+00:00,stratified,@SpotifyCares Not sure how to reset via Facebook if that's an option (that's how I logged in but I do have an email attached to the account). 2/2,"hey, I need to update my email address but I can't reset my password - error reads ""The CSRF token is invalid"". 1/2","Hey Nicole! Can you DM us your account's email address or username? A screenshot of the error message you're seeing would be great, too /JE [link:ldFdZRiNAt]",account_access,n,,,claude-draft (review each row)
g112,661755,2017-11-23 00:28:07+00:00,stratified,@SpotifyCares not sure if it's my phone or your app but I keep skipping mid podcast to the next episode,not sure if it's my phone or your app but I keep skipping mid podcast to the next episode,Hey there! Can you let us know your phone's operating system and the Spotify version you're running? We'll see what we can suggest,playback_app_bug,n,,,claude-draft (review each row)
g113,2627933,2017-11-17 13:23:55+00:00,random_uniform,The lengths that I have to go to get someone to help me 😒😒😒😒 @SpotifyCares,The lengths that I have to go to get someone to help me 😒😒😒😒,Hi there! How can we help? Can you tell us more about what's going on? We'll see what we can suggest,other,y,,frustrated repeat contact,claude-draft (review each row)
g114,2504282,2017-11-15 20:00:50+00:00,stratified,"@714198 I know, same!! I have to change my location but for that, I have to pay first, and there is no f**ing way I'm giving them my money, so I'll switch to apple music, I'd rather give my money to them than to those cunts from @115888",i can't use spotify bc i've been living in another country for more than 2 weeks wtf,"Hey Anna, sorry to hear that. Could you DM us your username and email address? We'll see what we can suggest /PX [link:ldFdZRiNAt]",account_access,n,,14-day travel rule,claude-draft (review each row)
g115,1821532,2017-10-16 17:55:20+00:00,stratified,"@SpotifyCares this is the second time Spotify deleted ALL my music, flicking all download switches to 'off'. I'm talking 30GB of music. Why?","this is the second time Spotify deleted ALL my music, flicking all download switches to 'off'. I'm talking 30GB of music. Why?","Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at [link:38J7tFlIBF]. They should help out",offline_downloads,n,,repeat but known fix,claude-draft (review each row)
g116,565413,2017-12-02 16:37:56+00:00,stratified,@115888 My account has been hacked - what to do?,My account has been hacked - what to do?,"Hey, we’re sorry to hear that. Check out [link:iVpg60w61i] for what to do next",account_access,y,,,claude-draft (review each row)
g117,2257485,2017-11-06 22:53:16+00:00,stratified,@115888 Why have my wife been charged three times in one month???,Why have my wife been charged three times in one month???,"Hey Mikael, that's not cool! Can you DM us your wife's email address and username? We'll take a look backstage",billing_subscription,y,,,claude-draft (review each row)
g118,2442949,2017-11-14 23:33:06+00:00,random_uniform,When will Spotify be optimised for iPhone X the head and chin black bars look yuk @115888,When will Spotify be optimised for iPhone X the head and chin black bars look yuk,Hey there. We understand - we’re working on it as we speak. Stay tuned!,feature_request_feedback,n,,,claude-draft (review each row)
g119,2144263,2017-11-08 19:24:59+00:00,random_uniform,Can these be links please? @115888 https://t.co/xWYgNx1xHK,Can these be links please?,"Hi there Matt! Rest assured, your feedback will be passed on to the right folks. If you have questions, just give us a shout",unhandleable,y,,image-dependent,claude-draft (review each row)
g120,1602811,2017-11-05 02:02:48+00:00,stratified,.@115888 ...put the LG tv app back. Why do you hate me?,. ...put the LG tv app back. Why do you hate me?,"Hey! As we look to improve the overall Spotify experience, we are removing the app from LG TVs. More info here: [link:D2p6hgpCoW]",feature_request_feedback,n,,,claude-draft (review each row)
g121,1840416,2017-10-17 22:44:43+00:00,random_uniform,@SpotifyCares I re opened a closed account but i am not longer able to close it again. help?,I re opened a closed account but i am not longer able to close it again. help?,"Hey! Can you tell us more about what's happening? Also, if you could DM us your account's email address or username, that'd be great /NS [link:ldFdZRiNAt]",account_access,y,,,claude-draft (review each row)
g122,1549593,2017-11-04 01:28:38+00:00,random_uniform,How in the world does @115888 for iOS not have a ‘Clear Queue’ button yet?,How in the world does for iOS not have a ‘Clear Queue’ button yet?,"Hey Aria! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see",feature_request_feedback,n,,,claude-draft (review each row)
g123,1565391,2017-11-04 12:51:16+00:00,stratified,@116130 Spotify isn't working on my Sonos. Is there an issue that you are aware of? Cheers.,Spotify isn't working on my Sonos. Is there an issue that you are aware of? Cheers.,"Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using with your Sonos?",playback_app_bug,n,,,claude-draft (review each row)
g124,1246943,2017-10-26 01:01:47+00:00,random_uniform,"@115888 problem on iPhone: search for song, tap it to play it and it plays something else on results list. I’m premium.","problem on iPhone: search for song, tap it to play it and it plays something else on results list. I’m premium.","Hey, that doesn't sound right. Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest",playback_app_bug,n,,,claude-draft (review each row)
g125,2198058,2017-11-10 00:29:47+00:00,random_uniform,@115888 Hi I've had premium since the first second i used spotify plz dont waste money advertising to me i pay u for u to use thst money to give me dank tunez ty,"Premium gives you unlimited skips. Plus you can play anywhere, even without wifi. Try it free.",Hi there! Can you DM us your account's email address? We'll take a look /RB [link:ldFdZRiNAt],unhandleable,y,,promo copy,claude-draft (review each row)
g126,235225,2017-10-05 13:04:48+00:00,random_uniform,@SpotifyCares I am waiting for a rep to email me to let me know what the incorrect address is I entered while trying to add my 12-yr old daughter to my family account. It is unacceptable that I can't see this information. Thanks.,I am waiting for a rep to email me to let me know what the incorrect address is I entered while trying to add my 12-yr old daughter to my family account. It is unacceptable that I can't see this information. Thanks.,"Hey Brent! It isn't possible to view or edit the address you've saved on your account, but we'll pass this on to the relevant folks.",family_plan,y,,,claude-draft (review each row)
g127,237563,2017-10-04 21:06:29+00:00,random_uniform,"@115888 Fix your app.. please? A lot of people I know, me included, are having CD like skipping issues on android. 😢","Fix your app.. please? A lot of people I know, me included, are having CD like skipping issues on android. 😢",Hey there! What Android and Spotify version are you using? We'll see what we can suggest,playback_app_bug,n,,,claude-draft (review each row)
g128,184612,2017-10-16 15:37:40+00:00,stratified,"@115888 how do I get a podcast list to refresh on the Mac app? I subscribe to podcasts, but when I click into a podcast that I subscribe to (filtered by ""All Episodes"") it seems to use a cached list. I have to quit the app and restart, and new episodes appear","how do I get a podcast list to refresh on the Mac app? I subscribe to podcasts, but when I click into a podcast that I subscribe to (filtered by ""All Episodes"") it seems to use a cached list. I have to quit the app and restart, and new episodes appear","Hi, help's here! Normally, everything should automatically sync once you're online. Can you let us know the Mac model, OS X, and...",playback_app_bug,n,,,claude-draft (review each row)
g129,1827287,2017-10-17 09:07:34+00:00,stratified,"@SpotifyCares if i have premium account, and i wanna join family account, can i use the same account still or have to create a new one?","if i have premium account, and i wanna join family account, can i use the same account still or have to create a new one?",Hi there! Could you DM us your account's username or email address? We'll take a look and see what we can suggest /JO [link:ldFdZRiNAt],family_plan,n,,,claude-draft (review each row)
g130,1797420,2017-10-13 19:01:14+00:00,stratified,@SpotifyCares since I changed to family plan i cannot access my account. The subscription cost has been deducted from  my debit account,since I changed to family plan i cannot access my account. The subscription cost has been deducted from my debit account,"Hey there, we're here to help! Could you send us a DM with your account's email address and username? We'll take a look backstage /TB [link:ldFdZRiNAt]",family_plan,y,,money deducted,claude-draft (review each row)
g131,2297992,2017-11-12 11:29:46+00:00,stratified,"@SpotifyCares Hi I changed my phone yesterday to an iPhone6 but I can’t get Premium even though I’m a premium subscriber, please rectify for me. Thanks","Hi I changed my phone yesterday to an iPhone6 but I can’t get Premium even though I’m a premium subscriber, please rectify for me. Thanks","Hi Phelim, help's here! Can you DM us your account's email address or username? We'll take a look backstage /GT [link:ldFdZRiNAt]",account_access,n,,likely wrong account on new phone,claude-draft (review each row)
g132,2118678,2017-11-08 14:38:21+00:00,stratified,"@SpotifyCares I can't create an account after deleting my old one, and I can't access the support forum without an account. Help?","I can't create an account after deleting my old one, and I can't access the support forum without an account. Help?",Hey Joanna! We've just sent a DM your way. Let's carry on chatting there,account_access,y,,,claude-draft (review each row)
g133,1368562,2017-10-27 21:44:17+00:00,random_uniform,@115888 it’s really distracting when Behind The Lyrics pops up and your driving. Maybe add an option to disable while driving,it’s really distracting when Behind The Lyrics pops up and your driving. Maybe add an option to disable while driving,"Hey Anna! To stop Behind the Lyrics from displaying automatically, head to Settings > Playback > toggle off Behind the Lyrics",feature_request_feedback,n,,toggle exists,claude-draft (review each row)
g134,847137,2017-10-20 15:38:44+00:00,random_uniform,@117153 Are you lowering the monthly price,We're investigating some payment issues and working hard to get things fixed. We'll provide updates here as we receive them.,"Hey Keith! We're afraid we don't have any info on this right now. If you ever need anything else, just shout and we'll come running 🏃",unhandleable,y,,status-page text,claude-draft (review each row)
g135,1719039,2017-10-17 16:40:42+00:00,random_uniform,@SpotifyCares What happened here? I can’t listen to that Song. https://t.co/X5fQgxpwTA,What happened here? I can’t listen to that Song.,"Hey there, help's here! Does logging out > restarting the device > logging back in help? Keep us posted 🙂",content_availability,n,,,claude-draft (review each row)
g136,2246032,2017-11-10 20:34:06+00:00,random_uniform,@115888 yo this has been on my mind for a few years and it finally got to my last nerve why is only censored rodeo on Spotify or is this a problem I should address with @19279 ?,yo this has been on my mind for a few years and it finally got to my last nerve why is only censored rodeo on Spotify or is this a problem I should address with ?,Hey! Spotify doesn’t censor music – we make it available in whatever form it’s given to us. More info here: [link:8oSIltuHIG],content_availability,n,,,claude-draft (review each row)
g137,514134,2017-12-01 22:11:34+00:00,stratified,@115888 it isn't 1990 and you're not playing cd's. STOP SKIPPING!,it isn't 1990 and you're not playing cd's. STOP SKIPPING!,"Hey Jessika, that doesn’t sound fun! Could you DM us your account’s email address and username? We’ll take a look under the hood /TI [link:ldFdZRiNAt]",playback_app_bug,n,,,claude-draft (review each row)
g138,2006578,2017-11-04 10:00:28+00:00,random_uniform,"Hey @115888 I know it’s not a feature, but do *you* know when I heard a song for the last time? It would help me reconstruct an event.","Hey I know it’s not a feature, but do *you* know when I heard a song for the last time? It would help me reconstruct an event.","We're afraid you're right, we don't have that ability. Don't worry, we'll let the right team know it's something you'd like to see",other,n,,,claude-draft (review each row)
g139,1690740,2017-10-17 15:25:09+00:00,random_uniform,@SpotifyCares Help I cant play songs by certain artists at all across my devices laptop/phone,Help I cant play songs by certain artists at all across my devices laptop/phone,Hi! We've replied to your DM. Let's continue chatting there,content_availability,n,,,claude-draft (review each row)
g140,12076,2017-11-12 03:09:14+00:00,random_uniform,@115888 Bring back NUS @116130!,"Student? Get your fix of Premium. Play the songs you want, over and over. $5.99/mo.",Hey there! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team,unhandleable,y,,promo copy,claude-draft (review each row)
g141,149366,2017-11-24 10:43:19+00:00,stratified,@117153 my premium status is no longer active. why is that?,my premium status is no longer active. why is that?,Hi there! Can you DM us your account's email address? We'll take a look backstage /NY [link:ldFdZRiNAt],billing_subscription,y,,,claude-draft (review each row)
g142,488803,2017-12-01 13:35:14+00:00,random_uniform,"@SpotifyCares I just found out there is a video function in spotify, but i cant seem to play any videos. I am in Norway, i have premium and my spotify desktop version is 1.0.68.407.g6864aaaf. Thanks in advance.","I just found out there is a video function in spotify, but i cant seem to play any videos. I am in Norway, i have premium and my spotify desktop version is 1.0.68.407.g6864aaaf. Thanks in advance.",Hey! Can you send us the Video Link? Just tap the three dots > Share > Copy Link. We'll take a look backstage,playback_app_bug,n,,,claude-draft (review each row)
g143,83661,2017-11-30 12:33:44+00:00,random_uniform,"@115888 hey spotify always the same , i listen the same music every day , and the ""daily discover"" is just music i don't like ....just sad men ....every day i put my headphones and i want a new discovery but always end in my own playlists..😑","hey spotify always the same , i listen the same music every day , and the ""daily discover"" is just music i don't like ....just sad men ....every day i put my headphones and i want a new discovery but always end in my own playlists..😑","Hey Martin! Just to clarify, what playlists are you referring to? A screenshot would be helpful",feature_request_feedback,n,,,claude-draft (review each row)
g144,2289884,2017-11-12 05:30:58+00:00,random_uniform,@SpotifyCares I need help please,I need help please,Hi Hector! We've just sent you a bit more info over DM. We'll carry on helping out there,other,n,,no content; ask,claude-draft (review each row)
g145,1557746,2017-10-17 03:58:30+00:00,random_uniform,@SpotifyCares I tried starting a 30 day trial I got the email receipt an everything but when I try to do premium things it doesn't work,I tried starting a 30 day trial I got the email receipt an everything but when I try to do premium things it doesn't work,Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL [link:ldFdZRiNAt],billing_subscription,y,,,claude-draft (review each row)
g146,1157706,2017-10-15 12:56:13+00:00,stratified,Need help recovering my spotify account. It is recognising my username but not my email address @SpotifyCares,Need help recovering my spotify account. It is recognising my username but not my email address,Hey! We've just sent you a bit more info over DM,account_access,y,,,claude-draft (review each row)
g147,2075450,2017-10-19 02:26:40+00:00,random_uniform,"@115888 @SpotifyCares Hi Spotify, you accidentally charged me 5 times can you please help me resolve this issue please? Thanks.","Hi Spotify, you accidentally charged me 5 times can you please help me resolve this issue please? Thanks.",Hey there! Can you DM us your account's email address? We'll take a look /RB [link:ldFdZRiNAt],billing_subscription,y,,,claude-draft (review each row)
g148,2921971,2017-11-29 00:52:16+00:00,stratified,I still wish the @115888 iPad app was more like the desktop version and not the phone version. It just looks and feels really bad to use. Not how you make a tablet app at all.,I still wish the iPad app was more like the desktop version and not the phone version. It just looks and feels really bad to use. Not how you make a tablet app at all.,Hey there! What's happening exactly when you're using the app on your tablet? Can you let us know its current iOS and Spotify versions? We'll see what we can suggest,feature_request_feedback,n,,,claude-draft (review each row)
g149,633974,2017-11-22 16:32:18+00:00,random_uniform,I need this on Spotify ASAP!! https://t.co/1QhZqCP3LX,I need this on Spotify ASAP!!,"Hey! We’d love to have it on Spotify too, but we have some info about content here: [link:0i8GpimuDa]",content_availability,n,,image-dependent but clear ask,claude-draft (review each row)
g150,123487,2017-11-23 23:47:56+00:00,random_uniform,@SpotifyCares I need help cant pay for premium no matter what card i use.,I need help cant pay for premium no matter what card i use.,"Hey Andre! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT [link:ldFdZRiNAt]",billing_subscription,y,,,claude-draft (review each row)
g151,1999887,2017-11-02 21:50:00+00:00,stratified,.@115888 please add the possibility to block an artist! or set your algorithm to remove an artist from suggestions at x # of dislikes 😓,. please add the possibility to block an artist! or set your algorithm to remove an artist from suggestions at x # of dislikes 😓,"Hey there! This isn’t possible right now, but we have more info about this on our Community. Check it out: [link:oGDLtirXki]",feature_request_feedback,n,,,claude-draft (review each row)
g152,370179,2017-11-03 18:27:54+00:00,stratified,"@SpotifyCares please can you contact me concerning my daughters account being hacked, we are in a family premium","please can you contact me concerning my daughters account being hacked, we are in a family premium","Hey Laura, we're sorry to hear that. Can you DM us the email address and username of your daughter's account? We'll take a look /JX [link:ldFdZRiNAt]",account_access,y,,,claude-draft (review each row)
g153,2618535,2017-11-17 14:26:12+00:00,random_uniform,TANGINA TALAGA NAKALIMUTAN KO PASSWORD AT EMAIL NG SPOTIFY Q PUCHA!!! ALAWS TULOY AKO NGAYON PREMIUM :((((,TANGINA TALAGA NAKALIMUTAN KO PASSWORD AT EMAIL NG SPOTIFY Q PUCHA!!! ALAWS TULOY AKO NGAYON PREMIUM :((((,"Hey, help's here! We don't have Filipino support, so we hope you don't mind us replying in English. Can you DM us any email addresses that you think you might've used? /CX [link:ldFdZRiNAt]",unhandleable,y,,non-English (Tagalog),claude-draft (review each row)
g154,1272618,2017-10-16 06:46:30+00:00,stratified,@117153 spotify premium on my phone refuses to play Ed Sheeran? It stops playing. I don't have any ed sheeran on my phone storage.,spotify premium on my phone refuses to play Ed Sheeran? It stops playing. I don't have any ed sheeran on my phone storage.,Hey Eve! Can you try logging out > restarting your device > logging back in to see if it helps? Keep us posted,playback_app_bug,n,,,claude-draft (review each row)
