item_id,message,intent,reply,evidence,groundedness,resolution_fit,brand_voice,safety_scope,rater
g084,your connect w has issues #UI #UX,playback_app_bug,"Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest.","[""Hey Craig, sorry you feel that way. Just to check, have you tried tapping the turn off button? We'll see what we can suggest"", ""Hey there, we hear you! Our tech folks are investigating this as we speak. Hopefully, we'll have a fix soon"", 'Thanks. Can you try a different device? Just to check, does the same thing happen when you use a different WiFi connection?', ""Sure, we're always here to help! Does logging out, restarting your device, and logging back in make any difference at all?"", ""Hi there. Don't worry, help's here. Can you try using a different browser or an incognito window instead? Let us know how it goes""]",4,3,5,5,claude-fable-5.1 (not a human)
g054,i’m Trying To Make A Spotify Account & It Just Keep Loading. Can Y’all Please Help?,account_access,Hey there! Can you try signing up at [link:d4Pr8cFVVJ] using an incognito window or a different browser? Let us know how it goes.,"['Thanks for the update! Can you try signing up again using an incognito window/different browser? Let us know how that goes /TF [link:ldFdZRiNAt]', 'Hey there! Can you try signing up at [link:d4Pr8cFVVJ] using an incognito window or a different browser? Let us know how it goes', ""Sorry to hear you feel that way. We're afraid we're unable to compensate you, but rest assured we'll pass on your feedback to the right team"", ""Hey, help's here. We have some handy info about Spotify and PlayStation here: [link:R4DFcfsCY3]. Give us a shout if you have any questions"", ""Hey there, the cavalry's here! Currently, all members of a Premium for Family plan must reside at the same address. You can find out more about Premium for Family over here: [link:qe7L4f3swJ]. If you ever need anything else, just shout and we'll come running 🏃""]",5,5,5,5,claude-fable-5.1 (not a human)
g078,hi! I got charged for a regular spotify premium when I have the student one how can I fixed it?? Thanks in advance,billing_subscription,Hey! Can you DM us your account's email address? We'll see what we can suggest: [link:ldFdZRiNAt],"[""Hi, help's here! What's happening when you apply for the student discount? Could you also DM us your email & username? Keep us posted /JQ [link:ldFdZRiNAt]"", ""Hey Brianna! As of the moment, you can only get the student discount using a debit or credit card. Don't worry, we'll pass your..."", ""Hey! Here's all the information you need to know about the student discount: [link:rdZ9slIDDQ]. Let us know if you have questions"", ""Hi, help's arrived! You'll only be charged 4.99 USD once the student discount's on your account. Let us know if you need anything else"", 'Hi Muthia! We can help out in English via Twitter, but we also have Indonesian support via email at [link:ZgU70TbP8M]']",5,4,5,5,claude-fable-5.1 (not a human)
g080,"Why is this even a constraint, ? And why is it incredibly small?",playback_app_bug,"Hey! We don't have any more info to share regarding this, but we'll pass on your feedback to the right folks.","[""Hey! At the moment, you can download up to 9,999 songs on three different devices (3,333 per device): [link:WSjJgGAmPy]. We're afraid we don't have any more info to share, but we'll be sure to pass your feedback to the right folks. If you need anything else, let us know"", ""Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: [link:0i8GpimuDa]"", 'Hey James! We can see how that’d be useful. You can vote for the official idea here: [link:rme49TNxKx]', ""We don't have any more info to share regarding this, but we'll pass on your feedback to the right folks"", 'Hey Dana! Does logging out and logging back in help? Restarting your device is also worth a try. Let us know how it plays out']",5,2,5,5,claude-fable-5.1 (not a human)
g174,"someone hijacked my account, replied to the account change. Anything else I can do in the meantime?",account_access,Hey there! We’re sorry to hear that. Just DM us the email address you contacted us from and we'll help you out as soon as possible [link:ldFdZRiNAt],"[""Hey, sorry to hear that. We don't have telephone support at the moment, but you can head to [link:QHn3ok8y2n] for what to do next"", ""Hey Nat, we're sorry to hear that. This is something for our Accounts team. You can reach them at [link:ZgU70TbP8M]"", ""Hey Matěj! We’re sorry to hear that. Just DM us the email address you contacted us from and we'll help you out as soon as possible /BI [link:ldFdZRiNAt]"", ""Hey there! Right now, it's not possible to choose a username at sign-up, but you can add a display name instead. Other Spotify..."", ""Hey Tom! That's not cool. Does restarting the device and trying to log back in help? Keep us posted""]",5,5,5,5,claude-fable-5.1 (not a human)
g041,"Hi , any chance this may become a regular feature? I’d love for all my tunes to come on a set :)",feature_request_feedback,"Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see 🙂","[""Hey Logan! We can see how that'd be useful. You can vote for the official idea here: [link:t64lsvMKm2]"", ""Hey Christian. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see 🙂"", 'Hey there! Check out the steps here: [link:RT7XNMNEAr] on how to share music. Hope this helps 🙂', ""Hey Bruno! We can see how that’d be useful. You can show your support and vote for the official idea here: [link:qO3AiG3RJ0]. Give us a shout if you need anything and we'll come running 🏃"", 'Hey! We have more info about this here: [link:pXBCq8GlsI]. Give us a shout if you have any questions']",5,4,5,5,claude-fable-5.1 (not a human)
g142,"I just found out there is a video function in spotify, but i cant seem to play any videos. I am in Norway, i have premium and my spotify desktop version is 1.0.68.407.g6864aaaf. Thanks in advance.",playback_app_bug,Hi! Can you let us know the device and operating system you're using? We'll see what we can suggest,"['Can you try the steps here for us: [link:EqisDMwZAT]? Let us know if the issue persists', ""Got it! That's not cool. Does logging out > restarting the device > logging back in help? Keep us posted"", 'Hey there! Can you try following the steps at [link:SceoaHTXgT]? Let us know if they help', 'Thanks. Can you try the steps here for us: [link:EqisDMwZAT]? Let us know if that helps', ""Hey Amber, help's here! Could you try the web player on a incognito window? Additionally, clearing your cache and cookies might do the trick. Let us know how it goes""]",4,2,5,5,claude-fable-5.1 (not a human)
g189,is there anyway of getting the track list of the TBT playlist you did called winter warmers?,other,Hey! Help's here! Can you let us know a little more about what's going on? We'll be here,"['Can you try logging out of your account, restarting your device, and logging back in? Let us know how that goes', 'Thanks! Does logging out > restarting the device > logging back in help? Keep us posted', ""Hi there! It currently isn't possible to do this, but we'll let our devs know this is something you'd like to see"", ""Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see"", ""Hi there! We're afraid we don't have any info to share right now. We'll make sure to let everyone know as soon as we have something to announce""]",4,2,5,5,claude-fable-5.1 (not a human)
g129,"if i have premium account, and i wanna join family account, can i use the same account still or have to create a new one?",family_plan,Hey! Can you DM us your account's email address? We'll see what we can suggest: [link:ldFdZRiNAt],"['With Premium for Family, you and up to 5 members of the same household can join. More info here: [link:KJ8ayuKPFM]', ""We're afraid that since all family members must reside at the same physical address, your brother won't be able to join your Family plan"", ""Hey Russ, help's arrived! What would you like to know about our Premium for Family plan? On another note, you can find out more about Premium for Family over here: [link:LESfq9LesY]. Let us know if you need anything"", ""Hey John! Can you DM us your username and the Family plan owner's email address? We'll take a look backstage /LO [link:ldFdZRiNAt]"", 'Hi! In your country, a Premium for Family subscription costs ₱194 per month. You can find out more info at [link:LESfq9LesY]']",5,1,5,5,claude-fable-5.1 (not a human)
g083,Where is car / driving mode?,other,Hey! Help's here. Can you let us know a little more about what's going on? We'll be here.,"['Got it! Best thing to try here is a reinstall using these steps: [link:EqisDMwZAT]. Let us know how it goes', ""Hey there! Currently, there's a 3,333 track limit that you can sync offline. We have more info about this here: [link:NakiNgZcST]"", 'Got it! We’d love to have all of their stuff available, but we have some info about content here: [link:0i8GpimuDa]', 'Hey there! We’ll have it available to you as soon as it’s available to us. [link:0i8GpimuDa]', 'Thanks! Can you check if restarting your router helps? Can you also try using a 3G/4G connection to see if it will do the same thing?']",4,2,5,5,claude-fable-5.1 (not a human)
g018,"is excellent and friendly support when you need them. Keep up the good work, guys! 🙂👌",other,"Hey! Thanks so much for the kind words, it really means a lot to the team. We're always here if you ever need a hand with anything 🙌","['Hey Abraham! We can help out here at Twitter, but we also have support via email at [link:ZgU70TbP8M]', ""Hey! We can help out here at Twitter, but you can reach Chat support at [link:ZgU70TbP8M]. Can you DM us your account's..."", 'Hi Ian! We’ll have it available to you as soon as it’s available to us. Check out: [link:0i8GpimuDa]', ""Hey Mark! You'll find helpful info about this here: [link:G3sLRIv35f]. Let us know if there's anything else we can help with"", ""Hey there. Pre-sale codes are being sent out by email to some of his biggest fans on Spotify. Sorry! We'll pass on your feedback""]",5,5,5,5,claude-fable-5.1 (not a human)
g124,"problem on iPhone: search for song, tap it to play it and it plays something else on results list. I’m premium.",playback_app_bug,Got it. Does logging out and back in to your account help? Restarting your device is also worth a try. Let us know how it goes.,"['Got it. Can you try to see if following the steps at [link:46sWVpIvlI] does the trick?', 'Got it! Does logging out and logging back in help? Restarting your device is also worth a try. Let us know how it plays out', ""It's not ideal, but the exact steps here should help out: [link:EqisDMwZAT]. Let us know how it goes"", 'Thanks. Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick?', 'Thanks. Try logging out > restarting your device by holding Home + Lock for 10 seconds > logging back in. Does that help?']",5,4,5,5,claude-fable-5.1 (not a human)
g153,TANGINA TALAGA NAKALIMUTAN KO PASSWORD AT EMAIL NG SPOTIFY Q PUCHA!!! ALAWS TULOY AKO NGAYON PREMIUM :((((,account_access,Hey! We can help out in English via Twitter. Do you get an error message when trying to log in? Let us know how it goes.,"['Hey! We can help out in English via Twitter, but we also have Indonesian support via email at [link:ZgU70TbP8M]', 'Hey there! We can help out in English via Twitter, but we also have Indonesian support through email at [link:ZgU70TbP8M]', 'Hey! We can help out in English via Twitter, but we also have Swedish support via email at [link:ZgU70TbP8M]', 'Hey! We can help out in English via Twitter, but we also have Bahasa support via email at [link:ZgU70TbP8M]', ""We're afraid cash payments aren't available, but check out our other payment methods here: [link:DAEBRpLdU3]. Hope this helped""]",5,3,5,5,claude-fable-5.1 (not a human)
g175,"hello I have a problem, I paid for a premium account and it was accepted but I still have a free account, thanks",billing_subscription,Hey there! Could you try logging out and logging back in? Keep us posted,"[""We're looking into this at the moment. Thanks for reporting. Everything should be back up and running again soon!"", 'Hey there! Could you try logging out and logging back in? Keep us posted', ""Hey, help's here! You can apply for the student discount at [link:anKs5CbHuB]. Let us know how it goes"", ""Hey there, we're here to help! Here's all the information you need to know about the student discount: [link:rdZ9slIDDQ] 🙂"", ""Hi Vicki, sorry for the delay! You can cancel your Premium for Family plan anytime. Just follow the steps at [link:pApw1XiBDY]. We'll be here if you have other questions 👍""]",5,4,5,5,claude-fable-5.1 (not a human)
g046,heyyyy! Can you create a playlist for me?,other,Hey there! Help's here! Can you let us know a little more about what's going on? We'll be here,"[""Hi there! We're afraid we don't have any info to share right now, but we'll let everyone know as soon as we got something to announce 😉"", ""Hi there! We're afraid it's not possible to recover your previous Discover Weekly. Be sure to save your favorites, so you don't miss out in the future. Let us know if you have any other questions"", ""Hey Jada! We're afraid this isn't possible at the moment. To help make this happen, add your support to the official idea..."", ""Hi there! It currently isn't possible to do this, but we'll let our devs know this is something you'd like to see"", 'Thanks! Does logging out > restarting the device > logging back in help? Keep us posted']",4,2,5,5,claude-fable-5.1 (not a human)
g126,I am waiting for a rep to email me to let me know what the incorrect address is I entered while trying to add my 12-yr old daughter to my family account. It is unacceptable that I can't see this information. Thanks.,family_plan,Hey there! We're afraid it's not currently possible to view the address you entered when signing up for the Family plan. Can you DM us your account's email address? We'll see what we can suggest [link:ldFdZRiNAt],"[""Hey Juan! It's not currently possible to view the address you registered when you signed up for Premium for Family."", ""Hi Mayanin! We're afraid it's not possible to view or change the address you've entered when signing up for the Family plan. Can you DM us your accounts' email address? We'll see what we can suggest /WW [link:ldFdZRiNAt]"", 'Hey there! We can help you here on Twitter. We also have email support at [link:ZgU70TbP8M]. Let us know how you wish to proceed', ""Hey there, thanks for letting us know! We're looking into this at the moment"", ""Hey William, help's here! Could you give it another shot using an incognito window or a different browser? Let us know how it plays out""]",5,5,5,5,claude-fable-5.1 (not a human)
g014,"Your organizational system has accidentally confused the traditional Spanish-language band ""Los Campesinos"" with the British alternative band ""Los Campesinos!"" Just FYI.",content_availability,"Hey! Thanks for letting us know. Our Curation team are independent, but we’ll be sure to pass on your feedback.","['Hey Ian! Thanks for letting us know. Our Curation team are independent, but we’ll be sure to pass on your feedback', 'Hi Jay! We’ll have it available to you as soon as it’s available to us. For more info check this link out: [link:0i8GpimuDa]. Keep rocking 🤘', ""Hey, sorry about that! We’d recommend reaching out to your distributor/aggregator. They'll work with our team to make sure your artist page gets fixed up"", ""Hmm, that's odd. Does logging out > restarting the device > logging back in help? Keep us posted"", ""Hey! Fingers crossed we'll be able to have them soon, but there's info about Spotify content here: [link:0i8Gpi4TeA]""]",5,5,5,5,claude-fable-5.1 (not a human)
g038,Hey could you maybe stop deleting all my downloaded songs in random intervals? Much appreciated,offline_downloads,Hey! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at [link:38J7tFlIBF]. They should help with this. Keep us posted!,"[""Hey! We're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at [link:38J7tFlIBF]."", 'Sorry to hear that, Hal! Check out the steps under “Downloads unexpectedly removed” at [link:EidIERWgLX]. They should help with this', 'Hi Lucas! Can you check out the steps under “Downloads unexpectedly removed” at [link:38J7tFlIBF]? They should help with this', 'Hey, sorry to hear that! Check the steps under “Downloads unexpectedly removed” at [link:38J7tFlIBF]. They should help with this', 'Hey! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at [link:38J7tFlIBF]. They should help with this']",5,5,5,5,claude-fable-5.1 (not a human)
g029,"Fuck Spotify. Apparently they say my email address is already taken. Listen, , I have never used your app - ever. 1 || 2 So explain, how the actual fuck did someone somehow get my email, crack my password and then proceeded to just leisurely use it?",account_access,Hey there! Do you get an error message when trying to log in? Keep us posted.,"['Hey Robert! Does restarting your device help at all? Let us know how it goes', 'Thanks for the update! Can you try signing up again using an incognito window/different browser? Let us know how that goes /TF [link:ldFdZRiNAt]', 'Sorry about the confusion there! Just follow the steps in the link we sent. That should sort things out', 'Got it. Best thing to try here is a reinstall. Just follow the steps at [link:EqisDMOAsr]', ""Hi. We're sorry you feel that way. You can turn off email notifications for music at [link:uznw2Ttx8I]. Any questions, just shout""]",4,1,5,5,claude-fable-5.1 (not a human)
g047,y’alls system for management is crap I got charged for our family plan I expect my family to be able to listen. Fix ur system,family_plan,Hey there! Can you DM us your account's email address? We'll see what we can suggest [link:ldFdZRiNAt],"[""Hey! You don't have to cancel your existing subscription. It will simply resume once you leave the Family plan. Hope this helps 🙂"", 'Hey! Thanks for sharing your thoughts about this. Currently, all members of a Premium for Family plan must...', ""Hey Kurt! We're afraid it's not possible to register for a full year of the Family plan with this discounted price. Hope this clears things up. Any questions, just give us a shout"", 'Hey there! We can help you here on Twitter. We also have email support at [link:ZgU70TbP8M]. Let us know how you wish to proceed', ""Hi there! Could you shoot us a DM with the usernames and email addresses for you and the Family plan owner's accounts? We'll take a look /VK [link:ldFdZRiNAt]""]",4,4,5,5,claude-fable-5.1 (not a human)
g045,hello team #Spotify in premium you can see the lyrics of the songs??,other,Hey! Help's here! Can you let us know a little more about what's going on? We'll be here.,"[""Hi Rica. We hear you! Any updates will be posted at [link:osebD49Qxe]. We'd recommend voting to support the idea, too"", ""Hey. We’ll have it available to you as soon as it's available to us! [link:0i8GpimuDa]"", ""All music on Spotify must be delivered to us via a label, or distributor. We'd recommend getting back to them for more info on this!"", 'Hey! We’d love to have all of his stuff available, but we have some info about content here: [link:0i8GpimuDa]', ""Thanks for those details. Could you go to Your Library > Settings > Behind the Lyrics to see if it's enabled? Then, try logging out and back in again. Any difference?""]",4,2,5,5,claude-fable-5.1 (not a human)
g069,Can someone please tell me why are still taking money from me after canceling my subscription 2 months ago? Is there a number I can ring?,billing_subscription,"Hey there! We don't offer phone support at the moment, but we can help here. Can you DM us your account's email address? We'll check things out [link:ldFdZRiNAt]","[""Hey Sylvia! We don't offer phone support at the moment, but we can help here. Can you DM us your account's email address? /AN [link:ldFdZRiNAt]"", ""Hey there! We don't have phone support, but we're happy to help here. Does the same thing happen when you use a different browser or incognito window? Also, can you DM us your account's email address? We'll check things out /KC [link:ldFdZRiNAt]"", ""Got it. Can you tell us which browser you're using? Also, can you try using a different browser? Keep us posted"", ""Hey! We don't offer phone support at the moment, but we can help here. Can you DM us your account's email address? We'll check it out /AN [link:ldFdZRiNAt]"", ""We hear you! Month-to-month subscription plans aren't available at this time, but we'll be sure to pass this on to the right people. Let us know if you need anything else /JJ [link:ldFdZRiNAt]""]",5,5,5,5,claude-fable-5.1 (not a human)
g133,it’s really distracting when Behind The Lyrics pops up and your driving. Maybe add an option to disable while driving,feature_request_feedback,"Hey! To stop it from displaying automatically, head to Settings > Playback > toggle off Behind the Lyrics. Let us know if that helps!","[""Hey Niko, help's here! To stop it from displaying automatically, head to Settings > Playback > toggle off Behind the Lyrics"", 'Hey, thanks for the feedback! To stop it displaying automatically on mobile, head to Settings > Playback > toggle off Behind the Lyrics', ""Hey Jossell! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see"", 'Hey! We have more info about this here: [link:pXBCq8GlsI]. Give us a shout if you have any questions', ""Hey Nick! We don't have any info from our developers on this right now, but you can vote for the idea here: [link:osebD49Qxe]""]",5,5,5,5,claude-fable-5.1 (not a human)
